names,dates,latitude,longitude,categorical,quant1,quant2,quant3
b'Dejhana',1455471384,50.05597265,162.1947197,Category00,0.946099198,20.47484914,5465.213108
b'Trevon',1475492950,88.03665764,-128.1024608,Category05,2.125644699,8.069067479,4466.932315
b'Jarvis',1476399948,47.4358926,-38.64956358,Category03,1.747471008,-1.933705744,3912.516113
b'Zamil',1461903770,-54.2908309,-26.71869381,Category01,3.053441418,-11.57555368,8794.928311
b'Anastazia',1481940822,19.05347304,90.37637479,Category07,1.034224835,21.92143214,8526.492077
b'Jakeline',1460608457,2.497907203,47.57075131,Category01,2.970386744,25.41613852,1966.711784
b'Kahli',1456891933,-45.15351659,57.40234075,Category08,0.440529439,-23.05591922,3455.720283
b'Sandrika',1470642230,13.31665387,-94.89220023,Category01,1.204338165,16.08374239,7438.494091
b'Onan',1478291983,-19.26073408,-29.52655271,Category07,0.741177165,15.58922402,9637.620696
b'Eurma',1455322107,-53.05693342,-55.73413713,Category02,2.591450723,-20.5184975,7050.446485
b'Warrick',1480468423,-64.53176896,-15.92267089,Category05,0.309202492,-7.777132435,5161.628999
b'Kaylin',1458131687,84.69247032,109.1612358,Category07,1.735400707,-27.46984736,6618.249753
b'Jurlene',1459425105,1.041206682,-73.94479737,Category06,2.863715553,4.062687764,9759.208258
b'Tifani',1468899723,87.14277727,-149.5642814,Category00,1.015183646,-8.306117151,3897.94127
b'Nikishia',1469658344,67.3909671,-173.4691295,Category05,1.050047337,15.29393022,3082.105001
b'Beno',1455294835,58.10514983,-45.98260419,Category06,1.263614685,-1.230612763,9556.312391
b'Tavaya',1453780166,32.00805096,-90.6953995,Category05,0.113898717,-17.35908827,4020.858265
b'Zoanne',1473654788,34.11328851,-167.0289807,Category05,1.41556946,16.14806811,4880.583959
b'Keishla',1466151126,24.97830094,-84.54674262,Category01,1.014980068,22.81044382,551.4870087
b'Chimera',1464465935,-48.64092875,103.830555,Category02,0.062500199,-22.85909052,9144.959899
b'Navea',1454069445,35.58092784,-109.9623257,Category03,3.147451692,7.36788444,5817.873654
b'Pariza',1472117213,10.80423823,120.8831537,Category07,2.76149258,-0.797153748,672.4754371
b'Kamirah',1481299719,-40.28194724,-75.27597485,Category00,1.410554514,7.952688416,1161.006133
b'Jashona',1479096653,64.39964959,72.06371482,Category08,0.207476371,-21.51994938,6648.2945
b'Cordell',1466229156,-24.68107603,-141.8636395,Category04,3.077004266,27.96530812,1324.829998
b'Devika',1459231020,42.41167402,-47.20458416,Category06,0.947210718,-16.81084193,634.3533755
b'Marai',1480432231,55.95146096,10.28420221,Category03,0.769010263,17.28406231,3222.800373
b'Delberta',1476196478,-5.642283714,-175.0912532,Category06,3.490148334,20.89636217,6984.28414
b'Olushola',1453339686,-77.40097109,7.782306149,Category06,2.861980484,-22.06708794,5254.264552
b'Jaquaze',1479437496,-67.93741865,87.16325289,Category06,2.404120318,22.01385921,5976.612788
b'Raayan',1454904154,-84.32711615,-54.70511772,Category02,0.533232024,20.12000049,1288.733886
b'Gurvinder',1452824920,-3.578031247,-68.85561174,Category08,0.753608382,5.883018071,2643.369716
b'Janeeka',1461787244,54.60183509,104.8078429,Category01,0.071473815,29.75049482,6975.566385
b'Letticia',1467504663,82.97788602,154.3970654,Category05,0.741306286,-19.80673542,9353.099755
b'Aneesah',1463983183,-64.0542294,87.28490286,Category00,1.718437435,-14.89282585,9049.769638
b'Zahmir',1453959791,-63.30518644,159.0889446,Category01,1.823174482,-13.8696742,8262.748696
b'Jeramiha',1474046098,-12.49536585,-30.95983854,Category05,1.99334932,24.03949604,4503.323473
b'Yendy',1458235093,26.88132118,-171.0127516,Category09,1.069115499,26.22483935,296.96944
b'Avanicole',1467677719,-47.84563461,-37.26714962,Category01,1.888547798,-14.80265976,9405.98155
b'Cynne',1452593063,82.99541129,-41.3376541,Category00,2.699352393,-20.18231526,2941.915168
b'Jashad',1473178901,-12.72211501,55.0740215,Category08,0.771653695,-13.42230832,2877.688431
b'Jealyn',1466574381,71.08263557,36.1708489,Category01,3.116831134,19.99687303,2417.874731
b'Bryler',1473486200,19.23043815,26.71031333,Category07,2.848091399,26.62931345,9137.202318
b'Otto',1473001609,62.82307692,99.47811535,Category01,1.158436819,-3.24890574,1792.601996
b'Solana',1453494359,89.5954413,-101.1511129,Category05,0.730202904,-16.28451663,1625.893099
b'Makanalei',1478352490,87.917926,-49.82784368,Category06,1.123910964,-3.461072905,3817.859895
b'Jevan',1462848101,18.78247204,-156.6700055,Category08,1.872944295,-10.56179448,1870.189462
b'Auden',1457789019,-49.74497242,167.1253873,Category01,1.148790335,-12.55040037,1052.304892
b'Dwanna',1475944534,-54.00872608,-168.2585575,Category08,0.361163831,-8.037890329,3503.132929
b'Kahreem',1458470700,-41.8427394,-72.29262197,Category07,0.317728221,16.62069801,556.1477523
b'Larra',1472875766,-43.73882348,-7.995556365,Category08,1.499269259,18.37457279,3719.115359
b'Ameen',1481433303,-50.51248452,161.4549865,Category08,0.004731128,-24.36383188,1760.835109
b'Desjuan',1467767073,43.67896624,152.4768792,Category08,1.758798039,0.134337799,1373.55494
b'Yakita',1479688997,-17.59327807,-147.9791566,Category02,1.830461065,12.95336647,6531.863795
b'Dawnel',1477082026,46.74052909,67.09969668,Category05,1.018024,29.88599102,150.967563
b'Kaeto',1455755793,-83.98541029,91.10651373,Category08,1.112283317,-16.9744284,8371.312233
b'Asil',1467292171,29.95050588,92.55070774,Category09,1.759993321,-20.6159404,9579.863031
b'Lafonzo',1471830966,58.66434027,-39.51164054,Category05,2.69178199,-20.60060737,2487.17568
b'Yaris',1466156895,59.75130716,132.7308574,Category04,3.278842109,6.780661126,1697.166963
b'Duston',1451650917,-80.04706949,-8.614242051,Category05,0.193558383,2.1589843,5880.683259
b'Cailynn',1463889616,68.41194137,153.5870245,Category06,2.966973323,-4.982603739,2194.528166
b'Joshaun',1472119165,-23.23949995,179.3531022,Category04,0.73338263,28.31830928,1545.204222
b'Leighlah',1455400371,-47.57959357,-101.6901703,Category04,2.344441151,18.40104606,5863.241082
b'Ashonta',1466800353,1.775804136,107.7994075,Category05,3.471404632,-25.11769268,2926.575599
b'Shenee',1474521973,72.88391073,42.00805551,Category06,1.813646088,-5.113990984,1934.51509
b'Hayllie',1462381386,15.75518472,-131.0433139,Category02,0.320763066,-8.443014043,9382.350632
b'Dederick',1455823824,-78.5224091,54.64676494,Category02,0.271999266,-4.227448956,3244.649883
b'Shaela',1463612969,51.59687471,-122.0880007,Category03,0.772140349,-19.51540571,2339.028386
b'Momen',1480649961,-47.95161372,-160.0751921,Category09,1.363487892,-18.85085053,6426.455859
b'Julep',1468197852,4.712297521,2.272814861,Category00,2.808747693,19.49523489,3320.458588
b'Rhudine',1457790905,-29.26653182,-17.58779393,Category03,0.288067717,-20.0790147,6111.074644
b'Rubisela',1464632260,-36.18233115,-4.260317635,Category01,2.618086106,18.37198588,2988.952146
b'Jasmone',1482804374,-17.63360695,151.7189683,Category04,0.930693211,24.12472108,9269.091435
b'Garlyn',1453256585,46.40909249,-160.2800557,Category07,2.629563138,-25.57702247,3731.031442
b'Demitrie',1451909317,74.77524134,10.08655752,Category06,2.770681298,-27.61733608,7364.473931
b'Lised',1478607551,-65.21569808,174.8420885,Category09,2.070694674,15.88313126,791.8531993
b'Almeta',1475392477,44.10298132,26.57690516,Category03,2.457291542,-2.758433037,8325.108512
b'Gabie',1476927680,-26.89598344,21.51874757,Category06,1.343883709,-2.422047427,7529.309154
b'Tameesha',1456099078,-11.47187768,-146.0752673,Category02,1.134938116,-8.003471607,2540.265346
b'Jennene',1481897300,39.15936113,-105.8922059,Category09,0.631055837,-18.95208115,4676.723179
b'Spring',1472149438,50.38243608,-81.85426121,Category09,1.580187686,-25.95528191,2520.860002
b'Eduard',1455680624,-85.0752913,-67.32379722,Category02,0.114835616,-1.805036213,9058.757278
b'Willeta',1455588520,33.96915629,-92.67553424,Category09,1.187680399,3.119016746,7783.318444
b'Dianela',1458927151,82.78076884,-53.0770067,Category05,2.033681445,5.769762296,5831.81826
b'Jahnay',1462231620,33.93375489,-103.7508285,Category00,0.167128892,10.43509656,6861.430998
b'Shaniki',1461365030,-50.63383457,-141.7500787,Category03,2.482449872,24.96351851,6080.475857
b'Keino',1458305737,10.07113188,77.43363786,Category01,2.784941773,0.133696576,9788.409849
b'Rodman',1454735562,-71.4927999,-61.56656588,Category07,2.654367661,8.349715716,9543.469623
b'Cricket',1480828073,-18.04052862,-68.48840123,Category03,1.683070982,11.46770886,1855.696797
b'Emila',1478819958,-59.06884961,-20.10585756,Category06,0.856133107,-10.95373965,9016.255192
b'Edwinn',1455074519,64.48765972,-20.57164076,Category03,0.109222502,28.73219094,8151.704767
b'Tristica',1462324045,71.17989302,-42.86276647,Category03,1.445077884,-16.9897182,3228.235257
b'Camerina',1467769006,-41.41944408,-105.9596349,Category03,0.294396574,-21.42604762,7966.35695
b'Tanee',1464981682,-41.0967866,-30.77368973,Category01,1.142330646,-5.316297539,9977.766431
b'Laraine',1459113110,-29.19911051,-113.1862601,Category03,1.91725388,19.25159148,698.6579491
b'Anniston',1478590252,-25.80950644,13.52562335,Category04,0.633162838,11.57608194,5088.243789
b'Dziah',1470617810,-26.59416702,-78.69899081,Category03,2.911754544,23.9560673,8411.228326
b'Kipper',1466596093,25.56413441,177.9510285,Category02,1.672193251,-27.73052963,3854.448016
b'Jashara',1482263917,-17.37504848,99.16993622,Category09,2.489898481,-24.84710241,9962.022911
b'Raeona',1465714448,-49.10575359,-149.6692777,Category03,2.774899055,-21.66358916,2185.699855
b'Zalan',1461821549,-40.38298098,-148.575562,Category08,3.341528824,28.68585983,1121.831636
b'Akeshia',1459776326,-26.1782652,-83.82604717,Category00,0.467222955,-8.920846143,310.0750146
b'Suzann',1474853003,73.34356963,8.952733846,Category08,3.22893362,22.63894785,2025.639096
b'Osiria',1468357777,-19.8244184,121.4130868,Category08,0.917506457,0.703589924,492.8265519
b'Tadarius',1463820929,39.76296876,-13.25844491,Category05,2.976396265,-15.45375308,7910.963433
b'Elmeda',1480065487,-48.36176852,28.51056474,Category08,2.923693914,-7.627416253,6497.109095
b'Wardell',1475705588,38.09991118,-12.55687222,Category00,3.020906996,18.01465574,7770.747606
b'Mardeen',1481306157,18.63020057,-178.1173723,Category07,1.75608823,-6.708569151,237.6063266
b'Arianda',1483073411,-80.17942624,-57.02724572,Category01,2.098685902,5.486310209,2580.178449
b'Tamille',1481057606,75.76941119,2.311363748,Category00,1.180252782,20.83427202,3090.34388
b'Yain',1458510034,25.82550104,-131.6801048,Category09,3.248477142,20.48851497,6434.341719
b'Jaresha',1465597273,-51.19594975,138.1447113,Category07,3.22556956,5.788406457,3417.98387
b'Reyniel',1480057264,-44.38271414,-37.75924489,Category07,1.995875651,1.10325925,8115.010309
b'Keristen',1458911755,74.32880009,-111.4934036,Category07,2.447110836,-5.496403604,4197.245383
b'Shannon',1471656567,-27.70575104,51.17965265,Category01,1.529936761,-2.32661845,7626.175603
b'Jacee',1475396320,88.9839603,113.6169712,Category02,2.923666944,13.86940143,8432.244409
b'Dquarious',1473238032,-37.87914194,-141.1490042,Category06,1.654758349,21.44377253,832.4290206
b'Martricia',1453247730,43.80110888,106.0742851,Category03,0.405109984,-15.83869427,47.73378684
b'Truley',1466903601,72.08649016,80.22826581,Category09,3.231068197,-10.74582682,2424.069437
b'Thys',1472167014,78.38762521,-120.6186596,Category02,3.210447916,-20.37531365,4158.46573
b'Samreet',1482679319,-59.24493683,61.9663815,Category07,0.674949476,23.88382679,5849.779197
b'Poncho',1463409642,12.70410172,-135.2717623,Category09,1.800700139,25.88970154,5320.372687
b'Kahner',1467273738,-62.78186005,85.38595661,Category01,0.468739135,-9.742883561,2434.838655
b'Naadia',1459629878,-28.02414054,127.963513,Category05,2.814453638,-12.54535591,5608.575412
b'Fayelynn',1465217017,71.32025393,153.1420565,Category02,2.976071129,12.49715054,8511.568378
b'Atilio',1474754250,-13.2425405,-84.7543683,Category04,0.308619559,25.41309648,1619.128545
b'Aneria',1459527759,19.45880632,-146.3917088,Category09,2.38442412,-27.71805814,7676.707558
b'Xande',1452693461,14.03967623,27.73542056,Category03,1.110414161,24.7024065,5148.548994
b'Jeannette',1460427526,-28.2180149,163.773721,Category08,3.026261021,21.27141077,1955.969346
b'Lailaa',1481074177,-24.21676536,16.95099808,Category09,1.894453651,9.875069622,1986.60427
b'Ahriya',1453477466,-57.21666206,-104.7312277,Category01,0.004471833,-0.000335627,1619.706788
b'Dashan',1479818524,-1.381821311,112.5543541,Category05,0.955327655,20.48307605,1705.451715
b'Pajtim',1476582816,-60.61504035,-42.29083389,Category02,1.551759509,-3.542185399,2124.855351
b'Kishawn',1472630760,16.68016791,-164.6473565,Category01,2.363977044,23.32327819,2297.017717
b'Maison',1459534065,-22.69744672,80.34956985,Category03,2.080435187,-25.45993011,2321.250025
b'Zyionna',1458905723,69.67182913,-146.994127,Category00,1.407673115,2.1968783,9631.693926
b'Shazad',1455159905,-66.50890148,25.18556337,Category05,0.521094366,-22.60163039,1318.098007
b'Klayten',1482948810,-12.23983796,-123.9350526,Category02,2.35465042,28.54956443,8205.461562
b'Anet',1482550841,-8.457165622,168.5716899,Category09,0.141656359,-6.099463714,1461.42373
b'Tomeshia',1473260495,-18.99288304,-109.0691638,Category07,1.596377799,-15.23029701,2933.579243
b'Perfect',1473961553,-23.25239567,-42.1483414,Category00,2.276812242,-0.51288722,479.5782097
b'Maudry',1463787250,-7.625719802,-6.035780829,Category01,0.053673758,-7.914059322,7821.790765
b'Nizar',1473215659,17.92879167,-126.4669637,Category01,0.39291139,-2.55248918,804.4996533
b'Vue',1477468882,17.76125408,-152.7115465,Category06,1.235227115,19.85043774,2029.175408
b'Oudia',1454295286,-1.779800931,11.39269477,Category09,1.892432471,-1.81877505,5144.849235
b'Danley',1470434232,-24.76896344,-158.7143652,Category08,1.47844748,-15.41063879,6841.087922
b'Jacorian',1480048970,-29.01633866,65.2276025,Category01,1.49905792,-26.76097665,411.607715
b'Terrlyn',1475050321,-16.78658751,-25.29820016,Category09,3.489380608,-9.486798664,1001.132659
b'Ahmonie',1481355263,21.17715032,-145.0548086,Category06,2.412454136,10.21665557,6217.399428
b'Bertus',1479110205,75.95423601,73.15712612,Category00,1.022087336,-9.59669435,1849.951076
b'Nicolino',1480531195,-86.23736831,29.54223391,Category04,0.612697571,7.554044467,7412.75915
b'Kollin',1460353401,-47.29709043,54.41293962,Category04,0.79597308,6.460027499,6542.597021
b'Hiram',1476983342,56.62186411,117.725848,Category02,0.515422384,16.75321686,5445.58432
b'Faron',1471963831,86.43605963,26.83603151,Category04,2.594792372,3.911926941,4917.329939
b'Zully',1468194787,-78.69131218,-118.9939748,Category03,1.613588132,-14.46428829,5345.114222
b'Jerzei',1467102597,47.26763917,-32.43160937,Category04,2.992462604,-1.858509344,4217.865992
b'Khoa',1470381261,-64.76294588,177.2925346,Category02,0.187040995,16.06964208,5920.314415
b'Quiera',1462168370,41.549628,-34.45293208,Category04,3.141561863,18.62119282,2524.737898
b'Careron',1474481277,-14.33529726,50.35142398,Category07,2.508612541,27.22790955,5051.137959
b'Vonzella',1464338758,75.87241323,93.72568928,Category08,1.489640723,21.36023298,8122.872837
b'Satvika',1456600248,7.607891269,-178.1643118,Category05,2.29769455,-22.07179265,8270.024802
b'Hilding',1459128728,67.42645169,-50.83815149,Category09,0.083854227,-5.770089321,76.75308694
b'Amenata',1477447208,-42.99032093,-47.08857247,Category01,3.211729371,26.59462202,7085.335063
b'Antavis',1472208159,-6.012339603,-38.66136625,Category02,0.295812361,13.76769794,336.9188998
b'Lakiska',1451755680,-11.91782927,102.3906363,Category09,1.377005908,-11.6335933,5408.77966
b'Hermela',1481298071,26.54219308,113.2672658,Category06,0.463519942,20.13436929,7510.065997
b'Wesley',1477552112,40.65099031,-56.68661915,Category01,1.29547305,28.1533575,2008.929641
b'Cadeja',1457679047,85.43179144,53.70816722,Category07,0.380538613,2.616280067,4828.768167
b'Arhant',1483096071,45.15730583,-50.44860028,Category02,2.716696798,-21.88354196,9856.741802
b'Keiya',1452900943,6.270206634,-16.43539806,Category08,3.014306326,12.33658743,6969.709544
b'Sarne',1478549656,52.60839922,126.529034,Category05,1.077736135,15.07545925,7098.193062
b'Tralaya',1477736973,-71.45196394,-24.13356165,Category04,2.219212769,16.4997757,9256.399012
b'Yajayra',1457488896,0.938476632,93.17945248,Category07,2.446914033,-1.149039304,2650.700602
b'Harriett',1474549982,25.53330104,-16.58674079,Category03,2.894178759,-13.97325707,4347.193419
b'Heavenlyn',1458270400,-82.07302367,-84.5354938,Category00,0.251920142,10.48926138,2254.442507
b'Janick',1464459420,15.99185577,83.01006154,Category03,1.871819012,-29.81254456,5890.917914
b'Bellah',1479175013,30.53915396,-52.81605057,Category06,2.098364931,-4.971692132,7898.90315
b'Lizmary',1455806752,-3.185214571,-140.7872558,Category08,2.299155744,25.15544722,2100.171033
b'Omary',1457497753,-53.31863879,10.00637506,Category03,2.938831927,16.07712307,2865.604123
b'Sachika',1480567821,-50.17322082,-160.1643189,Category09,3.343046547,-10.24346683,3614.930187
b'Cartisha',1469014167,34.06253427,26.27626028,Category04,0.210106023,27.05516158,2533.00367
b'Floriberto',1460100556,52.86347177,-161.9988278,Category00,0.947007443,14.00488258,384.020158
b'Sarsh',1468428010,46.77335821,37.71468233,Category09,2.281513967,-26.11730341,171.8835667
b'Vasia',1460900711,-11.98742158,79.07806313,Category09,1.167870774,17.03320758,5374.746028
b'Sreenidhi',1460068164,83.69630253,74.13023448,Category01,3.083850543,4.922820041,7248.793447
b'Alaynah',1469377081,-25.15433043,114.6825235,Category03,2.55769187,-22.75249872,9055.517647
b'Ashyah',1462888728,-61.0999565,-82.52637391,Category08,0.841602049,19.55164341,2443.126333
b'Izaria',1454756772,-36.26781567,-158.2068605,Category09,2.650475236,7.267518664,4459.43191
b'Ronnica',1482898283,57.79329817,54.04804969,Category01,1.501975825,28.75679739,6523.34119
b'Nilani',1462230490,70.10776414,127.127071,Category07,1.182733827,29.76645516,2992.24187
b'Harumi',1462229516,-1.556179185,-154.5666789,Category08,0.30950815,-16.87393702,9490.870698
b'Aseelah',1481043807,0.183152522,174.9285359,Category05,0.324778449,27.4433375,822.1202616
b'Tresea',1469736648,82.56222564,-153.4209958,Category09,0.608724881,-11.61071067,2483.574672
b'Katsue',1480112771,87.37566537,96.09646498,Category04,3.47972483,0.156865951,4376.201406
b'Gaige',1476806273,-71.07095449,43.67132132,Category05,1.432127158,-1.328205949,1558.541893
b'Arlaina',1467569635,34.37314165,-134.2967676,Category05,0.111214364,26.04312918,1072.780935
b'Haydyn',1480077102,57.38714028,62.89819126,Category03,2.598886182,10.6435144,6497.933005
b'Labrian',1470314163,-16.0413079,132.8500271,Category00,0.820940506,-9.712288092,4454.652051
b'Lavanna',1478581439,13.30696639,43.42330143,Category00,1.882844914,10.14968673,9335.579848
b'Dae',1481802439,16.88042752,146.2077631,Category01,3.061639426,2.331122843,2996.166066
b'Terece',1464415567,73.25321259,148.4734719,Category05,1.630255356,4.184838121,4844.604931
b'Kayvion',1457439657,63.63188241,-20.48180923,Category04,1.463891778,0.622632329,4605.990413
b'Brayven',1460470882,82.09981549,-105.1022949,Category05,3.163800074,-23.26625239,5399.202694
b'Zeldon',1466079069,-79.95875212,5.366943802,Category00,0.052773913,-3.08232762,4730.395554
b'Lavoris',1453588895,48.24433076,88.34434108,Category02,0.717294212,16.67518004,1982.226673
b'Birl',1480643216,-31.19325197,-5.397026904,Category07,1.452097569,-2.863005305,7344.917092
b'Richon',1474581004,-59.5425666,-45.6500131,Category00,2.32377155,-23.3856608,7273.842744
b'Cherylle',1454114725,48.69867362,117.7575704,Category09,2.870981709,-21.92178662,6490.416302
b'Rachana',1478775637,-73.83030666,148.8507494,Category06,3.076164959,-11.42045741,454.0754841
b'Nakaya',1461844416,-80.95730691,102.7059888,Category00,1.645378422,-9.911918317,8848.446788
b'Cailen',1476493315,-5.72471377,168.4653106,Category07,1.099486712,-13.35478064,9602.763797
b'Luray',1467308901,63.21511418,-115.6774027,Category05,2.92498812,-21.4597909,2229.222525
b'Kaide',1459107731,-55.2270515,58.59294672,Category08,1.244728741,-1.859150347,470.8848251
b'Shavonya',1475796432,-74.12315957,146.591332,Category07,0.375702505,0.497540604,8189.758944
b'Masun',1461118281,55.72843192,160.2971178,Category01,1.320856579,-17.57212234,1120.353831
b'Munira',1453752271,-41.58864337,-60.7792796,Category05,0.767545033,13.88598574,2454.316026
b'Kelene',1457219890,-24.51541099,-45.54853366,Category02,1.635102122,14.25398669,5464.397389
b'Elias',1460756442,-77.40317218,137.2927997,Category01,2.873164007,-3.17346158,6643.069131
b'Kimanh',1470237170,-68.40627098,-85.15502213,Category06,1.73563784,22.28767326,4159.547162
b'Jalayna',1457227756,-67.88469014,-94.49382951,Category07,3.346634746,-3.588821295,1884.479828
b'Cindel',1451952078,54.96129889,-11.87021706,Category05,3.146441838,22.02184628,5944.115291
b'Ausie',1456675348,-18.05167626,-176.4899744,Category07,0.722019945,-27.28254689,967.2602359
b'Nahida',1479737734,-74.04540773,164.0121665,Category01,1.443504287,-4.819803992,4183.578498
b'Shyneka',1456530865,21.85977868,113.2165518,Category04,2.272416974,-1.516509088,5558.11061
b'Amanni',1476449354,75.33895756,38.18041769,Category03,0.069284875,12.61517722,5170.944949
b'Makenize',1453782993,-47.94063979,178.8593069,Category00,2.469994937,-1.060335223,4222.202838
b'Zaire',1454698331,-11.25143146,85.78694204,Category00,0.662175479,18.05974963,4649.010522
b'Lizbette',1467531460,89.80755336,-11.31397047,Category00,0.309609287,6.39154596,6340.722059
b'Rathana',1469208681,-57.43084156,16.39517516,Category01,2.409695541,-9.964202862,6457.07152
b'Jahdon',1475846469,-68.84893704,-27.32516104,Category03,1.240978524,-3.608906046,1027.648322
b'Had',1479128636,33.98547191,109.5948955,Category05,3.357881153,-0.030329291,1522.490014
b'Eraina',1479659681,-43.30092168,171.8742287,Category01,0.587445167,-7.00754904,9641.832497
b'Isias',1475921289,40.55219507,-167.9414269,Category00,0.564568469,28.71494178,8741.064911
b'Lakesiha',1465995005,27.61267593,-2.25288163,Category02,0.158214125,8.228650758,2107.720375
b'Nick',1482656790,63.66928087,71.86399702,Category08,3.242287395,11.13792771,9155.659585
b'Alaine',1477318730,-65.55972178,43.31482829,Category05,2.740763241,27.0450304,858.4834345
b'Jasma',1460068396,-37.12490282,113.3363966,Category09,3.214443551,-5.216632408,6314.552258
b'Kathie',1477383497,-63.41449079,48.55691176,Category05,0.969326699,-23.26852838,3959.472442
b'Danajia',1475022931,45.00327434,-166.5615251,Category08,2.883755066,-27.27879712,9132.481333
b'Yhael',1467214958,-0.464398244,6.543286604,Category00,0.76621618,-24.5978487,9938.052609
b'Trenace',1461787973,-48.71000553,-145.5028996,Category08,2.937290102,29.68583951,8809.178295
b'Luetta',1475923896,-53.89273894,39.99655905,Category07,0.459978691,-1.932598988,1780.68273
b'Kowsar',1481984574,-19.32201893,-127.1610016,Category08,0.009358649,6.067349728,8710.162728
b'Junjie',1479329543,-3.501131598,-103.8927041,Category04,1.381265882,-0.722727859,370.1427277
b'Harlen',1462486736,33.8579061,63.36940637,Category02,3.357415835,2.619985645,4099.729932
b'Shyia',1466126175,-82.21977926,91.75118177,Category04,0.734843719,-14.40982753,2612.592476
b'Franisco',1452350816,58.46861985,-57.38980144,Category09,0.762291186,-3.090801891,782.4609192
b'Roni',1461658183,58.50601092,33.57980748,Category02,0.441114207,9.107858407,4214.032645
b'Domanic',1479506022,-73.72489575,-149.0026547,Category04,2.644392126,3.609861084,1656.764185
b'Gedalya',1463365857,1.141362243,37.50678118,Category04,2.34192188,17.27831783,5785.731591
b'Markees',1460817896,25.51854679,123.1610489,Category01,0.944231469,4.123475864,6853.168927
b'Katisha',1473510457,33.19184627,-64.66674517,Category06,3.481313988,-8.042224391,4665.605693
b'Rafela',1470599419,24.46679953,45.77961002,Category01,0.097454755,-24.90968389,2777.841208
b'Tai',1469337958,-31.72560515,3.021903243,Category09,2.173280127,12.17757242,8116.58764
b'Tench',1461513077,88.72448477,-0.908435828,Category07,2.233340367,-1.772174353,2706.627205
b'Janzel',1468424239,1.218458927,-179.262434,Category02,0.112282003,-21.51473126,7603.369457
b'Patrickjames',1467821633,12.08632113,109.8456683,Category04,1.624211749,-5.21400521,2352.689309
b'Lorin',1478118534,-51.97064895,35.03661664,Category04,0.179613223,2.76236677,1868.752896
b'Lissette',1463315560,85.2107787,58.71213049,Category08,0.344871554,-3.488421476,8392.621482
b'Chess',1456476366,74.78272004,121.3120849,Category01,1.500406998,-23.45354548,1834.037103
b'Maryellis',1464223782,-70.44178767,-100.7938485,Category03,0.71575447,17.23075862,5345.979043
b'Khamia',1458015356,82.98866061,-70.6749194,Category06,3.102757265,5.278708472,9481.337205
b'Jaleesa',1463488199,23.81084538,129.344098,Category02,3.358415847,-22.71884252,3097.430731
b'Mckinly',1462985917,12.32412931,-98.18018253,Category01,0.055190834,0.890649461,7711.490706
b'Sarp',1455415823,70.15002439,-46.00179887,Category01,0.08068439,-10.33280091,7455.212421
b'Jacoree',1469859626,-20.74034375,-3.283758463,Category02,1.390425676,19.85738916,5512.234341
b'Ranisha',1479285871,-89.92579669,59.79806981,Category03,0.757892936,-10.32351331,4708.249684
b'Alayda',1479271589,-72.64529514,66.31229614,Category03,2.726959067,-11.33930228,2781.493091
b'Paycee',1452497198,6.356087898,10.44875846,Category06,0.622529531,4.284831828,3467.847015
b'Climon',1474386690,44.01226492,112.9640565,Category09,2.506432421,1.511137956,6314.754062
b'Thoams',1462659200,41.73148881,65.44845369,Category09,0.357507309,16.70095186,3955.133
b'Taslin',1457255579,73.90270078,-4.865339742,Category03,1.613715499,-17.98008258,2543.925614
b'Faydean',1462256618,-61.48111166,-136.7242108,Category02,1.789402909,-25.9059358,6757.826209
b'Kennysha',1454856488,-60.51853739,52.69676837,Category01,2.464118155,14.11932851,6685.692635
b'Yimi',1462413127,1.675248473,-111.6310546,Category00,1.855133737,-21.93120059,1740.247139
b'Cristain',1480870416,60.30281383,-149.8194857,Category08,0.671416962,-24.83053844,7903.26173
b'Siti',1461992601,24.45821076,92.37137789,Category08,0.544428892,-18.07889766,683.2896344
b'Camm',1474793465,22.1722662,139.9568154,Category02,1.459180811,19.25945169,2266.808616
b'Chartez',1470838805,-59.32157511,50.4866938,Category02,2.199330391,-22.48962368,2607.79674
b'Anjel',1458401634,-88.28228487,155.4132141,Category04,0.144639412,-0.792991864,6441.436338
b'Macson',1465864000,43.89059156,-109.793814,Category06,3.105583999,-23.26085839,5924.527923
b'Jennetta',1480521437,61.0174088,-20.87570609,Category07,3.177149959,-29.24908806,2772.912726
b'Johhny',1455972701,34.65920675,-10.74736764,Category00,1.56878646,-13.16184587,4096.111079
b'Kaelob',1476977843,43.62364042,106.5561541,Category04,0.986348199,-27.37903248,5530.029783
b'Ezariyah',1472293182,15.68028163,-162.2855105,Category03,1.490062896,-28.37888868,8056.926903
b'Marvelous',1465795087,-19.00298294,-13.88794082,Category01,2.736530024,25.84459789,3620.702563
b'Yaciel',1465110761,39.84301027,-154.1125019,Category00,1.7013029,-0.42535482,8752.722611
b'Arthas',1480028985,-40.05548405,140.3496045,Category03,2.310968952,11.57667464,2477.417016
b'Estoria',1466997068,-10.05029408,-140.580541,Category08,0.548725807,3.565479258,9052.093112
b'Tonyna',1452480663,41.57510482,33.81056571,Category05,3.452497419,-28.05915787,7709.899001
b'Ealyn',1468253435,-48.19829316,-2.464668051,Category08,2.115596108,-29.60261783,7351.686181
b'Lachasity',1455319227,3.264703386,-29.90740566,Category03,3.024777864,-21.11081465,680.449215
